"","Symbol","Trade Time","Name","Ask","Market Capitalization","Earnings/Share","P/E Ratio","Price/Book","Shares Outstanding","Currency","date","cash","shortTermInvestments","netReceivables","inventory","otherCurrentAssets","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","otherAssets","totalAssets","accountsPayable","shortLongTermDebt","otherCurrentLiab","longTermDebt","otherLiab","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","goodWill","intangibleAssets","deferredLongTermAssetCharges","capitalSurplus","deferredLongTermLiab","minorityInterest","(ticker)","Beta"
"442","APA",2023-05-08 16:00:03,"APA Corporation",0,10221720576,6.37,5.193093,24.359352,309000000,"USD","2022-12-31",245000000,NA,1466000000,427000000,539000000,2708000000,624000000,9012000000,803000000,13147000000,771000000,NA,887000000,5419000000,3302000000,2916000000,11802000000,262000000,-5814000000,-5445000000,14000000,423000000,423000000,NA,NA,39000000,11420000000,542000000,922000000,"APA","1.436237699454"
"443","HSIC",2023-05-08 16:00:04,"Henry Schein, Inc.",0,10469361664,3.9,20.461538,3.0519755,131195000,"USD","2022-12-31",117000000,NA,1442000000,1963000000,NA,3988000000,161000000,667000000,232000000,8607000000,1004000000,2000000,242000000,1034000000,397000000,2224000000,3936000000,1000000,3678000000,-233000000,-233000000,3446000000,-113000000,2893000000,666000000,88000000,NA,NA,1225000000,"HSIC","0.782078694805206"
"444","WDC",2023-05-08 16:00:03,"Western Digital Corporation",0,10914630656,-0.3,NA,0.89999473,319328000,"USD","2022-07-01",2327000000,NA,2804000000,3638000000,681000000,9453000000,521000000,3970000000,2061000000,26259000000,2222000000,NA,1347000000,7022000000,1502000000,5237000000,14038000000,3000000,9039000000,-554000000,-554000000,12221000000,1967000000,10041000000,213000000,NA,3733000000,NA,NA,"WDC","1.33957626075438"
"445","BWA",2023-05-08 16:00:02,"BorgWarner Inc.",45.21,10553815040,4.08,11.036764,1.4593595,233784992,"USD","2022-12-31",1338000000,NA,3339000000,1687000000,193000000,6617000000,809000000,4564000000,556000000,16994000000,2684000000,1000000,808000000,4157000000,918000000,4236000000,9486000000,3000000,7454000000,-2908000000,-876000000,7224000000,2776000000,3397000000,1051000000,239000000,2675000000,NA,284000000,"BWA","1.24455700304471"
"446","CE",2023-05-08 16:03:16,"Celanese Corporation Celanese C",106.03,11748558848,17.41,6.0890293,2.0399878,110825000,"USD","2022-12-31",1508000000,NA,2054000000,2808000000,241000000,6611000000,1062000000,5997000000,1355000000,26272000000,1518000000,481000000,511000000,13226000000,2362000000,4068000000,20167000000,NA,11274000000,-6009000000,-518000000,5637000000,-5610000000,7142000000,4105000000,808000000,372000000,NA,468000000,"CE","1.39859105494822"
"447","CCL",2023-05-08 16:00:02,"Carnival Corporation",10.6,13822919680,-4.3,NA,2.170178,1116009984,"USD","2022-11-30",4029000000,NA,613000000,428000000,1989000000,7492000000,164000000,39961000000,2351000000,51703000000,1050000000,2393000000,4874000000,31953000000,891000000,10605000000,44638000000,373000000,269000000,-10449000000,-1981000000,7065000000,5330000000,579000000,1156000000,NA,16872000000,NA,NA,"CCL","1.41890916556358"
"448","GEN",2023-05-08 16:00:04,"Gen Digital Inc.",0,10897148928,0.9,18.944445,8.317073,639129024,"USD","2022-04-01",1887000000,4000000,182000000,NA,80000000,2260000000,178000000,134000000,475000000,6943000000,63000000,1000000000,1373000000,2736000000,1160000000,3065000000,7036000000,1851000000,-1940000000,-4000000,-4000000,-93000000,-3989000000,2873000000,1023000000,351000000,NA,NA,NA,"GEN","0.845599804121107"
"449","FOXA",2023-05-08 16:00:04,"Fox Corporation",0,16579902464,2.72,11.827205,1.4857749,296916992,"USD","2022-06-30",5200000000,NA,2128000000,NA,953000000,8281000000,578000000,2159000000,3935000000,22185000000,302000000,NA,895000000,7206000000,715000000,2296000000,10622000000,6000000,2461000000,-226000000,-226000000,11339000000,4107000000,3554000000,3678000000,3440000000,9098000000,NA,224000000,"FOXA","0.829200031081991"
"450","GL",2023-05-08 16:00:01,"Globe Life Inc.",108.36,10452281344,8.11,13.352652,2.1397803,96521200,"USD","2022-12-31",92559000,114121000,484887000,NA,259581000,951148000,17181671000,212000000,1460642000,25537159000,430027000,165500000,746914000,1627952000,17387302000,1626044000,20641298000,105218000,6466220000,-2205238000,-1415714000,4895861000,4414070000,481791000,5249907000,NA,529661000,NA,NA,"GL","1.15813555173257"
"451","CRL",2023-05-08 16:00:02,"Charles River Laboratories Inte",196.78,9718400000,9.47,20.050686,3.25009,51181800,"USD","2022-12-31",233912000,NA,752390000,255809000,107580000,1439032000,311602000,1857417000,189541000,7602770000,205915000,1347000,418631000,2679215000,390404000,1091585000,4579265000,509000,1432901000,-262057000,-262057000,2976293000,-828885000,2849903000,955275000,41262000,1804940000,NA,47212000,"CRL","0.901881814695475"
"452","EMN",2023-05-08 16:03:46,"Eastman Chemical Company",80.83,9621524480,5.67,14.241622,1.8545738,119152000,"USD","2022-12-31",493000000,NA,1277000000,1894000000,113000000,3778000000,183000000,5371000000,461000000,14667000000,1319000000,800000000,425000000,4025000000,2005000000,3251000000,9431000000,2000000,8973000000,-6137000000,-205000000,5153000000,279000000,3664000000,1210000000,123000000,2315000000,NA,83000000,"EMN","1.19886156050398"
"453","ROL",2023-05-08 16:00:01,"Rollins, Inc.",42.22,20534433792,0.78,53.423077,15.947187,492787008,"USD","2022-12-31",95346000,500000,189377000,29745000,33651000,348619000,10200000,375601000,92356000,2122028000,42796000,15000000,212660000,39898000,124261000,493784000,854831000,492448000,687069000,-31562000,-31562000,1267197000,-28055000,846704000,448548000,1792000,119242000,NA,NA,"ROL","0.848050928428968"
"454","ALLE",2023-05-08 16:03:04,"Allegion plc",111.01,9464824832,5.55,19.390991,9.0856905,87946704,"USD","2022-12-31",288000000,NA,403900000,479000000,43700000,1214600000,46800000,406800000,301000000,3991200000,280700000,12600000,27700000,2081900000,191700000,703600000,3046700000,900000,1212800000,-285800000,-285800000,941800000,-1080200000,1413100000,608900000,227600000,13900000,NA,2700000,"ALLE","1.02159361699013"
"455","QRVO",2023-05-08 16:00:04,"Qorvo, Inc.",0,9406565376,4.26,22.105633,2.2616901,99889200,"USD","2023-04-01",808757000,NA,304519000,796596000,119922000,2029794000,20406000,1149806000,193381000,6691903000,433164000,NA,122599000,2048073000,185273000,555763000,2789109000,3902794000,NA,NA,NA,3902794000,604278000,2760813000,537703000,NA,NA,NA,NA,"QRVO","1.44740597168725"
"456","PNR",2023-05-08 16:03:27,"Pentair plc.",58.93,9659471872,2.99,19.585285,3.438234,164950000,"USD","2022-12-31",108900000,NA,579900000,790000000,4900000,1558500000,NA,423100000,118700000,6447500000,355000000,NA,333300000,2317300000,306600000,1063100000,3739400000,1700000,1390500000,-239000000,-239000000,2708100000,-1639100000,3252600000,1094600000,26000000,1554900000,NA,NA,"PNR","1.11340259139659"
"457","CZR",2023-05-08 16:00:04,"Caesars Entertainment, Inc.",0,9742284800,-2.39,NA,2.6173682,215204000,"USD","2022-12-31",1038000000,NA,611000000,59000000,131000000,2102000000,94000000,15237000000,376000000,33527000000,314000000,108000000,1171000000,12659000000,1129000000,2668000000,29776000000,NA,-3309000000,69000000,92000000,3713000000,-12005000000,11004000000,4714000000,NA,6953000000,NA,38000000,"CZR","1.84026508163864"
"458","TPR",2023-05-08 16:03:21,"Tapestry, Inc.",38.82,9077122048,3.37,11.409496,3.922669,236076000,"USD","2022-07-02",789800000,163400000,469500000,994200000,51700000,2573800000,100000,1826000000,257300000,7265300000,520700000,31200000,39000000,1659200000,567100000,1468800000,4979800000,2400000,-1166200000,-170900000,-170900000,2285500000,-322600000,1241500000,1366600000,47900000,3620200000,NA,NA,"TPR","1.32374178310218"
"459","REG",2023-05-08 16:00:04,"Regency Centers Corporation",0,10247056384,2.81,21.238434,1.670492,171308000,"USD","2022-12-31",66466000,NA,188863000,NA,30925000,292829000,404958000,9723525000,74101000,10860220000,268586000,69078000,NA,3657676000,473119000,352460000,4682181000,1711000,NA,-1781878000,-1757417000,6096985000,5732178000,167062000,197745000,NA,7877152000,74101000,81054000,"REG","1.26048468654643"
"460","MTCH",2023-05-08 16:00:03,"Match Group, Inc.",0,9044250624,1.06,30.64151,-25.236986,278456000,"USD","2022-12-31",572395000,8723000,195240000,NA,60938000,882385000,14200000,269797000,310269000,4182764000,13699000,NA,320388000,3835726000,52155000,556354000,4541645000,287000,-7782568000,-851231000,-369182000,-359875000,-3065988000,2348366000,357747000,276947000,8273637000,NA,994000,"MTCH","0.902344238870796"
"461","JNPR",2023-05-08 16:00:02,"Juniper Networks, Inc.",29.01,9294008320,1.52,19.013159,2.0942028,321592000,"USD","2022-12-31",880100000,210300000,1227300000,619400000,575700000,3617100000,558100000,808400000,448200000,9326700000,347400000,NA,1088600000,1688700000,966300000,2078900000,4851600000,NA,-2375500000,4200000,4200000,4475100000,580200000,3734400000,160500000,NA,6846400000,NA,NA,"JNPR","1.06260363421474"
"462","KEY",2023-05-08 16:00:01,"KeyCorp",9.72,9053356032,1.77,5.468927,0.7657622,935228992,"USD","2022-12-31",887000000,8000000,NA,33000000,4181000000,6962000000,53459000000,1161000000,124448000000,189813000000,142595000000,NA,13000000,19301000000,1183000000,155404000000,176359000000,1257000000,15616000000,-12205000000,-6295000000,10954000000,7824000000,2752000000,1031000000,2022000000,6286000000,NA,NA,"KEY","1.6725282076022"
"463","UHS",2023-05-08 16:00:01,"Universal Health Services, Inc.",145.34,10001949696,9.39,15.249201,1.679924,62789900,"USD","2022-12-31",102818000,NA,2017722000,218517000,198283000,2537340000,202348000,6373108000,393834000,13494188000,636601000,78401000,7005000,4653984000,487669000,1914419000,7524143000,710000,5929540000,-9668000,-9668000,5920582000,1933024000,3909456000,78102000,68397000,NA,6264000,49463000,"UHS","0.876471992767972"
"464","AAL",2023-05-08 16:00:03,"American Airlines Group, Inc.",0,9375112192,2.75,5.221818,-1.6244344,652862976,"USD","2022-12-31",440000000,8525000000,2138000000,2279000000,995000000,15269000000,245000000,37681000000,5371000000,64716000000,2149000000,3058000000,9914000000,31844000000,10071000000,21496000000,70515000000,6000000,-8511000000,-4585000000,-4585000000,-5799000000,-11949000000,4091000000,2059000000,3099000000,7291000000,NA,NA,"AAL","1.59792127551389"
"465","AOS",2023-05-08 16:00:01,"A.O. Smith Corporation",71.67,10577576960,1.59,44.220123,5.9084034,124538000,"USD","2022-12-31",391200000,90600000,581200000,516400000,54300000,1633700000,NA,620500000,110500000,3332300000,625800000,10000000,63600000,334500000,293500000,934200000,1584600000,294900000,2885000000,-1988100000,-82400000,1747700000,780100000,619700000,347900000,NA,555900000,NA,NA,"AOS","1.01920174176921"
"466","PNW",2023-05-08 16:03:26,"Pinnacle West Capital Corporati",80.02,9040094208,4.08,19.563726,1.4934701,113251000,"USD","2022-12-31",4832000,NA,608281000,450636000,686805000,1750554000,NA,17297043000,3416928000,22723405000,430425000,50685000,773884000,7741286000,6420855000,1762141000,16563529000,2724740000,3360347000,-36440000,-31435000,6048647000,5789767000,NA,258880000,NA,NA,1283221000,111229000,"PNW","0.639745449331095"
"467","XRAY",2023-05-08 16:00:03,"DENTSPLY SIRONA Inc.",0,8779590656,-4.5,NA,2.333277,212478000,"USD","2022-12-31",365000000,24000000,685000000,627000000,88000000,1893000000,NA,961000000,198000000,7643000000,279000000,NA,185000000,1850000000,661000000,1170000000,3831000000,3000000,456000000,-3277000000,-628000000,3811000000,-780000000,2688000000,1903000000,101000000,6629000000,NA,1000000,"XRAY","0.835932648386212"
"468","CDAY",2023-05-08 16:00:02,"Ceridian HCM Holding Inc.",58.67,9089468416,-0.43,NA,4.2764406,155031008,"USD","2022-12-31",431900000,NA,180100000,NA,4186800000,4894000000,NA,199200000,262400000,7917200000,54300000,6800000,4340000000,1206000000,37200000,4533500000,5807800000,1500000,-372600000,-485000000,-485000000,2109400000,-452200000,2280000000,281600000,NA,2965500000,151200000,NA,"CDAY","1.39733822559453"
"469","CTLT",2023-05-08 16:03:34,"Catalent, Inc.",35.56,6385991168,2.23,15.901344,1.2993294,180090000,"USD","2022-06-30",449000000,89000000,1449000000,724000000,144000000,2916000000,69000000,3220000000,236000000,10507000000,421000000,14000000,236000000,3954000000,384000000,1072000000,5712000000,2000000,538000000,-394000000,-394000000,4795000000,729000000,3006000000,1060000000,49000000,4649000000,NA,NA,"CTLT","1.13556437345327"
"470","PARA",2023-05-08 16:00:03,"Paramount Global",0,11179878400,-1.36,NA,0.47940183,610852992,"USD","2022-12-31",2885000000,NA,7412000000,NA,2129000000,13734000000,375000000,3153000000,5660000000,58393000000,1403000000,239000000,7186000000,15597000000,6561000000,11191000000,34787000000,1000000,14737000000,-24765000000,-1807000000,23036000000,-12435000000,16499000000,18972000000,1242000000,33063000000,NA,570000000,"PARA","1.36284694987465"
"471","BIO",2023-05-08 16:03:09,"Bio-Rad Laboratories, Inc.",378.21,11610935296,-101.16,NA,1.1646819,24521600,"USD","2022-12-31",434215000,1356457000,506245000,719316000,17564000,3157976000,8829692000,679564000,95799000,13501666000,135041000,NA,181577000,16000,1966393000,568708000,3886414000,3000,9898203000,-730408000,-466822000,9615252000,8876617000,406488000,332147000,NA,447454000,NA,NA,"BIO","0.820885735222834"
"472","FFIV",2023-05-08 16:00:04,"F5, Inc.",0,8165193216,5.46,24.7326,2.9957626,60465000,"USD","2022-09-30",758012000,126554000,789686000,68365000,112267000,1912224000,9544000,395657000,499199000,5276194000,113178000,349772000,1108399000,NA,694889000,1839951000,2807216000,91048000,2404106000,-26176000,-26176000,2468978000,9408000,2259282000,200288000,183365000,NA,42561000,NA,"FFIV","1.0326315253755"
"473","HII",2023-05-08 16:00:02,"Huntington Ingalls Industries, ",197.68,7754768384,14.5,13.395172,2.2211928,39925700,"USD","2022-12-31",467000000,NA,2046000000,183000000,NA,2746000000,70000000,3480000000,924000000,10857000000,642000000,399000000,1051000000,2506000000,1721000000,2895000000,7368000000,1000000,4276000000,-2810000000,-599000000,3489000000,-148000000,2618000000,1019000000,NA,2022000000,NA,NA,"HII","0.796020485436696"
"474","HAS",2023-05-08 16:00:03,"Hasbro, Inc.",0,8369213440,0.86,69.15116,2.9878418,138608992,"USD","2022-12-25",498600000,NA,1132400000,676800000,22000000,2999100000,NA,422800000,667900000,9295900000,427300000,113200000,555800000,3711200000,441200000,2189700000,6434000000,110100000,4071400000,-3889300000,-254900000,2832800000,-2373300000,3470100000,1736000000,262100000,2540600000,NA,29100000,"HAS","0.85972880705245"
"475","BBWI",2023-05-08 16:03:16,"Bath & Body Works, Inc.",32.61,7466092544,3.34,9.7634735,-3.3852382,228951008,"USD","2023-01-28",1232000000,NA,226000000,709000000,99000000,2266000000,124000000,2243000000,68000000,5494000000,455000000,NA,434000000,4862000000,444000000,1379000000,7699000000,122000000,-2401000000,-744000000,78000000,-2206000000,-2999000000,628000000,165000000,37000000,817000000,NA,1000000,"BBWI","1.25821786427952"
"476","RHI",2023-05-08 16:03:25,"Robert Half International Inc.",67.59,7238440448,5.65,11.888495,4.5366745,107763000,"USD","2022-12-31",658626000,NA,1018287000,NA,538805000,2285112000,NA,311685000,124564000,2964488000,146180000,NA,37518000,NA,27960000,1216202000,1395930000,108000,318508000,-43623000,-43623000,1568558000,1325431000,237810000,5317000,124564000,1293565000,NA,NA,"RHI","1.14031364210103"
"477","IVZ",2023-05-08 16:01:33,"Invesco Ltd",16.84,7464078336,1.38,11.804349,0.4864865,458200000,"USD","2022-12-31",1234700000,25700000,801800000,NA,9603200000,11665400000,824800000,921900000,645800000,29756800000,59600000,NA,89100000,1487600000,9330800000,1689800000,12914600000,113200000,7518300000,-3983300000,-942400000,11203100000,-4495800000,8557700000,7141200000,30000000,7554900000,NA,1628600000,"IVZ","1.707135439871"
"478","AAP",2023-05-08 16:00:02,"Advance Auto Parts Inc.",125.7,7473787904,8.27,15.205562,2.76404,59273800,"USD","2022-12-31",269282000,NA,698613000,4915262000,163695000,6046852000,NA,4297829000,62429000,12018482000,4123462000,185000000,128576000,1188283000,503211000,5370389000,9340201000,8000,4744624000,-2963911000,-45143000,2678281000,1066909000,990471000,620901000,NA,897560000,NA,NA,"AAP","0.83432824388523"
"479","WHR",2023-05-08 16:03:11,"Whirlpool Corporation",137.28,7494713344,-35.82,NA,3.6524963,54757900,"USD","2022-12-31",1958000000,NA,1555000000,2089000000,179000000,6394000000,201000000,2793000000,1258000000,17124000000,3376000000,248000000,872000000,7363000000,740000000,5931000000,14618000000,114000000,8261000000,-9100000000,-2090000000,2336000000,-4142000000,3314000000,3164000000,1063000000,3061000000,NA,170000000,"WHR","1.21329978860758"
"480","NRG",2023-05-08 16:00:01,"NRG Energy, Inc.",31.6,7272373760,4.84,6.469008,1.8776612,232270000,"USD","2022-12-31",430000000,NA,4709000000,751000000,9958000000,16231000000,139000000,1917000000,7077000000,29146000000,3643000000,59000000,7903000000,7969000000,4180000000,12982000000,25318000000,4000000,1408000000,-6041000000,-177000000,3828000000,46000000,1650000000,2132000000,1881000000,8457000000,NA,NA,"NRG","1.03844713086061"
"481","VFC",2023-05-08 16:00:01,"V.F. Corporation",22.21,8632071168,1.07,20.757008,2.6003978,388656992,"USD","2022-04-02",1275943000,NA,1468907000,1418673000,424557000,4588080000,14358000,2288833000,740097000,13342208000,562992000,500000000,614579000,4567023000,888436000,3315397000,9811853000,97075000,443475000,-926579000,-926579000,3530355000,-2180485000,2393807000,3317033000,100980000,3916384000,34684000,NA,"VFC","1.00261342166703"
"482","BEN",2023-05-08 16:00:01,"Franklin Resources, Inc.",25.96,12701886464,1.66,15.277109,1.0736209,500863008,"USD","2022-09-30",4134900000,NA,1264800000,NA,8545700000,13945400000,1651300000,1207800000,395400000,28060600000,466200000,NA,1205800000,3376400000,7194700000,3256100000,14235900000,50000000,12045600000,-621000000,-621000000,11474600000,613900000,5778600000,5082100000,102800000,NA,NA,2350100000,"BEN","1.395262255798"
"483","BXP",2023-05-08 16:00:02,"Boston Properties, Inc.",51.03,7986038272,4.99,10.204409,1.3171917,156835008,"USD","2022-12-31",690333000,NA,1449356000,NA,90068000,2229757000,1748188000,18774941000,1454783000,24207669000,417545000,500000000,170643000,13740336000,457531000,1223683000,15843850000,1568000,NA,-407796000,-405074000,6132919000,6132919000,NA,NA,NA,6539147000,733282000,2230900000,"BXP","1.26538575848533"
"484","WRK",2023-05-08 16:00:01,"Westrock Company",28.7,7176093184,3.06,9.20915,0.6287512,254652000,"USD","2022-09-30",260200000,NA,2927900000,2317100000,480200000,5985400000,480400000,10781000000,2342900000,28405500000,2252100000,197700000,612800000,7302000000,4951400000,3902800000,16980300000,2500000,2214400000,-1454300000,-1454300000,11402000000,2586200000,5895200000,2920600000,27000000,10639400000,121800000,23200000,"WRK","1.24573150077426"
